,i_p_i,e_i,end_node,edge_progress,x,y,oneway,length,u,v,plate,longitude,latitude,timestamp,velocity,dis_f_pre
0,888989.0,45902,0,0.3,114.00613,22.534852,True,218.178,5517945249,5517945250,粤B0AA56,114.007103,22.535,2014-07-03 21:45:40,12,82.18556074286161
1,7934.0,346,0,0.01694915254237288,114.008993,22.536645,False,614.8729999999999,2528903571,2528903590,粤B0AA56,114.008904,22.536501,2014-07-03 21:46:10,17,249.14040327981067
2,334776.0,17204,0,0.7,114.011448,22.535625,True,318.8719999999999,498497407,498497426,粤B0AA56,114.011398,22.535601,2014-07-03 21:46:40,26,274.9997016391869
3,336841.0,17305,0,0.8,114.012547,22.531372,True,166.357,498497533,498493255,粤B0AA56,114.012604,22.531401,2014-07-03 21:47:26,18,483.1658101663901
4,1034492.0,53722,0,0.10526315789473684,114.017885,22.531316,True,200.216,5187527925,498877557,粤B0AA56,114.017899,22.5313,2014-07-03 21:49:27,14,543.9524793941489
5,212530.0,10643,0,0.75,114.019901,22.531702,True,43.33,498877557,5187527928,粤B0AA56,114.019897,22.5317,2014-07-03 21:49:57,12,209.97434864750358
6,1034571.0,53728,0,0.4444444444444444,114.020385,22.531828,True,92.13,5187527928,498857809,粤B0AA56,114.020401,22.5317,2014-07-03 21:50:27,0,51.7644792100489
7,1444717.0,74122,0,0.041666666666666664,114.020957,22.531973,True,245.14399999999998,498857809,498877610,粤B0AA56,114.021004,22.5319,2014-07-03 21:51:44,12,65.8042785313001
8,1444732.0,74122,0,0.6666666666666666,114.022443,22.531885,True,245.14399999999998,498857809,498877610,粤B0AA56,114.0224,22.531799,2014-07-03 21:52:14,0,143.8184059801801
9,212875.0,10657,0,0.7894736842105263,114.029094,22.530353,True,787.967,498877610,499237384,粤B0AA56,114.029099,22.530399,2014-07-03 21:53:14,32,705.4304035413063
10,1278610.0,65900,2,1.0,114.037129,22.530483,True,124.399,1491845137,1491845185,粤B0AA56,114.037102,22.5305,2014-07-03 21:54:01,39,822.0506837169041
11,1434559.0,73534,0,0.37777777777777777,114.053667,22.531427,True,926.019,7232025523,296024760,粤B0AA56,114.053703,22.5315,2014-07-03 21:55:31,37,1708.6744777931547
