,i_p_i,e_i,end_node,edge_progress,x,y,oneway,length,u,v,plate,longitude,latitude,timestamp,velocity,dis_f_pre
0,576134.0,29487,0,0.6444444444444445,114.007838,22.534223,True,461.12100000000004,5281990501,5517945249,粤B0AA56,114.007896,22.534901,2014-07-03 03:47:59,6,0.0
1,7991.0,346,0,0.9830508474576272,114.014181,22.537517,False,614.8729999999999,2528903571,2528903590,粤B0AA56,114.014198,22.5375,2014-07-03 03:49:56,11,708.8291156912061
2,335951.0,17263,0,0.3333333333333333,114.016639,22.538045,True,335.94,498497467,1491785843,粤B0AA56,114.016602,22.538,2014-07-03 03:50:26,17,253.0799826967397
3,637823.0,32623,0,0.2727272727272727,114.018929,22.538179,True,120.469,1491785843,1491785793,粤B0AA56,114.018898,22.5382,2014-07-03 03:50:56,12,236.8514022152993
4,635265.0,32483,0,0.37037037037037035,114.020432,22.536192,True,273.7,1491785748,1491785772,粤B0AA56,114.020401,22.5361,2014-07-03 03:51:26,16,279.9190860359338
5,635114.0,32466,0,0.7777777777777778,114.022122,22.536264,False,103.99,1491785736,1491785772,粤B0AA56,114.022102,22.536301,2014-07-03 03:51:56,9,176.1233107289404
6,635132.0,32470,0,0.2,114.022554,22.535218,False,216.50899999999996,1491785737,1491785740,粤B0AA56,114.022499,22.5352,2014-07-03 03:52:45,0,129.03704529050438
7,634970.0,32458,0,0.4375,114.023075,22.535003,False,165.89999999999998,1491785702,1491785715,粤B0AA56,114.023102,22.535,2014-07-03 03:53:15,13,65.80288566745443
8,1035302.0,53768,0,0.9375,114.031053,22.527003,True,167.23,4138689909,2323527976,粤B0AA56,114.030998,22.527,2014-07-03 03:55:35,9,1203.747580343936
9,162536.0,7905,0,0.9534883720930233,114.031014,22.526805,False,440.24600000000004,2323527344,2323527976,粤B0AA56,114.031197,22.5266,2014-07-03 03:56:05,6,48.94964342040928
