,i_p_i,e_i,end_node,edge_progress,x,y,oneway,length,u,v,plate,longitude,latitude,timestamp,velocity,dis_f_pre
0,877675.0,45266,0,0.7777777777777778,113.961161,22.55314,True,205.163,1116415224,1116415555,粤B0AA56,113.961098,22.553101,2014-07-03 00:00:02,17,
1,1419978.0,72794,0,0.07142857142857142,113.962331,22.547002,False,140.21699999999998,2528898679,2528898707,粤B0AA56,113.962303,22.547001,2014-07-03 00:01:48,21,689.4855647331082
2,1419997.0,72795,0,0.4166666666666667,113.962945,22.54705,False,127.939,2528898679,2528898834,粤B0AA56,113.962997,22.547001,2014-07-03 00:02:18,0,71.27096668179584
3,727070.0,37075,0,0.7,113.963781,22.546396,False,113.98899999999999,2533159857,2533159869,粤B0AA56,113.963799,22.5464,2014-07-03 00:02:48,11,106.06395897543551
4,1369915.0,70545,0,0.25,113.964018,22.544358,False,89.931,2299649828,2299651901,粤B0AA56,113.963997,22.544399,2014-07-03 00:03:52,8,223.42857001507102
5,1369917.0,70545,0,0.5,113.963944,22.544168,False,89.931,2299649828,2299651901,粤B0AA56,113.963898,22.544201,2014-07-03 00:04:22,0,24.25080683184432
6,1398284.0,71813,0,0.5,113.963779,22.543666,False,26.643,2299651901,2528898766,粤B0AA56,113.963799,22.5436,2014-07-03 00:04:52,6,67.59722262761309
7,555753.0,28525,0,0.5714285714285714,113.962387,22.542338,True,291.594,2458960408,2458960429,粤B0AA56,113.962502,22.5427,2014-07-03 00:05:22,20,166.60565951228926
8,555761.0,28525,0,0.8571428571428571,113.963136,22.54205,True,291.594,2458960408,2458960429,粤B0AA56,113.963097,22.542,2014-07-03 00:07:12,9,98.9570037776121
9,596760.0,30479,0,0.5,113.970031,22.539345,True,229.833,2458963395,2458963377,粤B0AA56,113.970001,22.539301,2014-07-03 00:08:12,23,769.9444607548078
10,596700.0,30474,0,0.7619047619047619,113.972571,22.53837,True,220.149,2458963377,2458960423,粤B0AA56,113.972603,22.538401,2014-07-03 00:08:42,27,285.3546735787214
11,209629.0,10545,0,0.2765957446808511,113.983184,22.536096,True,477.68899999999996,5710824440,2458960412,粤B0AA56,113.9832,22.5361,2014-07-03 00:10:12,25,1118.0162026005644
12,1376181.0,70819,0,0.1111111111111111,113.989525,22.535601,True,188.03300000000002,2184437883,2184437871,粤B0AA56,113.989502,22.535601,2014-07-03 00:10:42,29,649.6159463569812
13,1374986.0,70790,0,0.4444444444444444,113.992611,22.534459,True,92.044,2184437853,2184437837,粤B0AA56,113.992599,22.53440100000001,2014-07-03 00:11:47,18,344.9312619606134
14,739671.0,37736,0,0.8888888888888888,113.99327,22.531231,True,102.664,5504300439,2402263734,粤B0AA56,113.993301,22.5312,2014-07-03 00:12:17,20,363.16449257523317
15,357576.0,18274,0,0.023809523809523808,113.993975,22.526857,True,437.77399999999994,496532867,296024729,粤B0AA56,113.993896,22.526899,2014-07-03 00:12:47,33,482.1387553061394
16,357603.0,18274,0,0.6666666666666666,113.996184,22.528348,True,437.77399999999994,496532867,296024729,粤B0AA56,113.996101,22.5284,2014-07-03 00:13:49,29,281.3332009758044
17,762365.0,39363,0,0.6859504132231405,114.005516,22.52971,True,1246.136,296024729,498877543,粤B0AA56,114.005501,22.5296,2014-07-03 00:14:19,34,974.6446217749428
18,212213.0,10634,0,0.75,114.012052,22.530077,True,127.438,498877546,498877548,粤B0AA56,114.0121,22.530001,2014-07-03 00:14:49,0,679.2399213970033
19,212274.0,10636,0,0.3333333333333333,114.012749,22.530232,True,125.129,498877548,498877549,粤B0AA56,114.012802,22.530199,2014-07-03 00:15:19,0,75.38791621854955
20,212276.0,10636,0,0.5,114.012947,22.530274,True,125.129,498877548,498877549,粤B0AA56,114.013,22.530199,2014-07-03 00:15:24,0,20.336266412980162
21,212515.0,10642,0,0.5769230769230769,114.016006,22.53107,True,271.84,498877550,5187527926,粤B0AA56,114.015999,22.531,2014-07-03 00:17:00,34,320.6404711847761
22,1444739.0,74122,0,0.9583333333333334,114.023129,22.53177,True,245.14399999999998,498857809,498877610,粤B0AA56,114.023102,22.5317,2014-07-03 00:17:49,27,733.6723913181772
23,396897.0,20525,0,0.2857142857142857,114.042557,22.522486,True,155.768,2042400935,6020564509,粤B0AA56,114.042603,22.522499,2014-07-03 00:21:11,27,2249.133517920065
24,374509.0,19242,0,0.5,114.041907,22.521446,True,44.668,6020564509,499287733,粤B0AA56,114.041901,22.5215,2014-07-03 00:21:41,0,132.43430572931138
25,374510.0,19242,0,0.75,114.041851,22.521359,True,44.668,6020564509,499287733,粤B0AA56,114.041801,22.5214,2014-07-03 00:22:11,0,15.137602474464707
26,373268.0,19172,0,0.32,114.039435,22.517196,True,273.744,7701169545,2042407659,粤B0AA56,114.039497,22.5172,2014-07-03 00:23:29,24,523.5594304029229
27,471017.0,24155,0,0.6666666666666666,114.040886,22.518347,False,192.20700000000002,2042407636,2042407659,粤B0AA56,114.040802,22.518299,2014-07-03 00:23:59,3,181.38949785597347
