,i_p_i,e_i,end_node,edge_progress,x,y,oneway,length,u,v,plate,longitude,latitude,timestamp,velocity,dis_f_pre
0,471011.0,24155,0,0.3333333333333333,114.041422,22.518054,False,192.20700000000002,2042407636,2042407659,粤B0AA56,114.041298,22.5179,2014-07-03 01:35:58,7,65.07540120845366
1,471022.0,24155,0,0.9444444444444444,114.040438,22.518592,False,192.20700000000002,2042407636,2042407659,粤B0AA56,114.040497,22.5186,2014-07-03 01:36:30,3,113.26059024655432
2,471397.0,24186,0,0.375,114.040832,22.519417,True,265.575,2042407659,6020564493,粤B0AA56,114.040901,22.5194,2014-07-03 01:37:00,10,98.1592031308085
3,374412.0,19233,0,0.25,114.04169,22.520795,True,43.01199999999999,6020564493,2042407660,粤B0AA56,114.041702,22.5208,2014-07-03 01:37:30,0,176.07773421407748
4,376670.0,19375,0,0.8,114.041477,22.521449,True,47.767,499287733,6020564502,粤B0AA56,114.041397,22.5214,2014-07-03 01:38:00,15,73.70628371061981
5,212990.0,10664,0,0.6538461538461539,114.038809,22.522923,True,275.342,498877620,6020564527,粤B0AA56,114.038902,22.523001,2014-07-03 01:38:47,19,312.03816095379466
6,374761.0,19254,0,0.2,114.037931,22.523422,True,55.538999999999994,6020564527,6020564521,粤B0AA56,114.038002,22.5235,2014-07-03 01:39:17,0,107.8160438962764
7,396688.0,20521,0,0.36363636363636365,114.038855,22.524707,False,121.84,2042400930,352965797,粤B0AA56,114.038803,22.5247,2014-07-03 01:40:17,18,156.7594230610168
8,1336390.0,68853,0,0.15,114.038602,22.527079,False,220.589,352965781,352965797,粤B0AA56,114.038498,22.5271,2014-07-03 01:41:17,11,268.7006061675201
9,1278112.0,65879,0,0.6190476190476191,114.038469,22.528184,False,237.769,1491845092,352965781,粤B0AA56,114.038399,22.5282,2014-07-03 01:41:30,0,122.73651962386029
10,1280739.0,66004,0,0.2,114.04065,22.530844,True,106.845,1491845252,1491845238,粤B0AA56,114.040604,22.5308,2014-07-03 01:42:34,13,367.2507183850015
11,142108.0,6949,0,0.15,114.043867,22.531115,True,206.83800000000002,499265789,499281499,粤B0AA56,114.0439,22.531099,2014-07-03 01:43:04,24,340.15383062972404
12,1446814.0,74224,0,0.25,114.04459,22.534833,True,175.674,1116469217,1116469157,粤B0AA56,114.044601,22.5348,2014-07-03 01:44:04,33,417.7834311647482
13,1064314.0,55337,0,0.15,114.044462,22.541688,True,218.048,499478697,499478798,粤B0AA56,114.044403,22.5417,2014-07-03 01:44:34,35,767.5154866789654
14,1227995.0,63477,0,0.4,114.044379,22.546903,True,55.857,2750787454,5832653056,粤B0AA56,114.044296,22.5469,2014-07-03 01:45:20,39,578.3188249776989
15,1070069.0,55618,0,0.13793103448275862,114.044322,22.551486,True,317.784,3969348473,1116492813,粤B0AA56,114.044296,22.5515,2014-07-03 01:45:50,30,511.4973690744742
16,249277.0,12659,0,0.875,114.044087,22.556041,True,266.986,1116492813,2530277199,粤B0AA56,114.043999,22.556,2014-07-03 01:46:20,31,501.30649782676187
17,1237077.0,63986,0,0.8571428571428571,114.040723,22.556439,True,147.48899999999998,298038260,1722054822,粤B0AA56,114.040703,22.5564,2014-07-03 01:46:50,27,341.37313512150644
18,839782.0,43359,0,0.5172413793103449,114.03638,22.555908,True,302.149,3687781776,3687766875,粤B0AA56,114.0364,22.556,2014-07-03 01:47:22,30,444.10397278750327
19,54057.0,2665,0,0.8571428571428571,114.033081,22.556728,False,78.202,2530612312,2530612321,粤B0AA56,114.033096,22.5567,2014-07-03 01:47:52,16,348.09823261829666
20,53225.0,2605,0,0.2,114.031903,22.557956,False,109.512,2530612275,2042459422,粤B0AA56,114.031898,22.558001,2014-07-03 01:48:22,15,189.8998230896921
21,53832.0,2647,0,0.7142857142857143,114.029696,22.556888,False,147.405,2530612296,295526971,粤B0AA56,114.029701,22.5569,2014-07-03 01:48:52,15,256.6828174366047
22,1428958.0,73298,0,0.0847457627118644,114.027617,22.556326,True,605.612,2756964565,2528808176,粤B0AA56,114.027603,22.556299,2014-07-03 01:49:39,32,225.56785783756982
23,1428989.0,73298,0,0.6101694915254238,114.024579,22.555748,True,605.612,2756964565,2528808176,粤B0AA56,114.024597,22.5557,2014-07-03 01:50:09,27,315.787943005595
